Index,HasCreditCard,IsMale,CreditScore,Tenure,IsFromFrance,Balance,Salary,IsFromGermany,IsFromSpain,NumOfProducts,HasAnyDeposit,IsActiveMember,AgeGroup,Age,Churned
8815,1,0,740,4,1,0.0,178929.84,0,0,2,0,1,47,51,0
590,0,0,519,6,0,157296.02,147278.43,0,1,2,1,0,42,47,1
3715,1,1,823,3,1,105057.33,9217.92,0,0,1,1,0,32,34,0
7959,1,1,686,6,1,146178.13,88837.11,0,0,2,1,1,32,34,0
6660,1,1,668,4,0,79896.0,38466.39,1,0,1,1,0,37,39,0
7950,0,1,530,1,1,106723.28,109960.4,0,0,1,1,0,47,52,1
3940,1,0,736,9,0,81732.88,136497.28,1,0,2,1,0,22,25,0
4429,1,0,602,5,1,0.0,31050.02,0,0,2,0,0,32,35,0
5605,0,1,602,0,1,191808.73,97640.2,0,0,1,1,0,47,49,0
4735,1,0,590,4,1,0.0,93820.49,0,0,2,0,1,52,54,1
3291,1,0,736,9,1,0.0,34180.33,0,0,2,0,0,27,30,0
409,1,1,668,10,0,152958.29,159585.61,1,0,2,1,1,32,37,0
2625,0,0,605,3,0,116805.82,4092.75,0,1,1,1,0,27,29,0
6467,1,1,678,4,0,139626.01,118235.52,1,0,1,1,1,27,32,1
5372,1,1,712,3,1,153819.58,79176.09,0,0,1,1,0,32,33,1
1119,1,1,617,7,0,91070.43,101839.77,0,1,1,1,1,57,61,0
9763,1,1,708,8,0,133974.36,50294.09,1,0,2,1,0,18,21,0
9875,1,1,720,4,1,0.0,163471.01,0,0,2,0,0,42,44,0
1264,0,0,638,7,1,165679.92,32916.29,0,0,1,1,0,37,42,0
4925,0,1,792,5,0,115725.24,1871.25,1,0,2,1,0,32,36,0
6991,1,1,660,3,1,0.0,108665.89,0,0,2,0,1,37,41,0
7677,0,0,457,7,1,127837.54,60013.17,0,0,1,1,1,32,33,0
9240,1,0,583,7,0,94753.55,18149.03,1,0,2,1,1,27,32,0
8063,1,0,663,6,0,95439.4,21038.58,1,0,1,1,1,42,46,1
5872,0,0,479,2,1,208165.53,50774.81,0,0,1,1,0,32,33,1
2259,0,0,466,5,1,119540.15,80603.99,0,0,1,1,1,32,36,0
8324,1,0,712,6,0,0.0,152417.97,0,1,2,0,0,27,30,0
2900,1,0,586,7,1,0.0,70760.69,0,0,2,0,0,32,35,0
5392,1,0,639,8,0,133806.54,6251.3,0,1,2,1,0,22,27,0
5891,1,1,482,4,1,124976.19,35848.12,0,0,1,1,0,37,38,0
6285,1,1,596,8,1,0.0,121189.3,0,0,1,0,0,32,33,1
2071,1,0,719,4,1,0.0,28465.86,0,0,1,0,0,37,42,1
865,0,1,594,4,1,0.0,186884.04,0,0,2,0,0,37,38,0
9803,1,1,756,1,1,94773.11,114279.63,0,0,1,1,0,37,40,0
8827,0,1,412,5,1,0.0,12510.53,0,0,2,0,0,27,29,0
8029,1,1,763,8,0,0.0,933.38,0,1,2,0,1,32,37,0
8521,1,1,634,1,0,0.0,176913.42,0,1,2,0,1,47,52,0
1358,0,1,591,3,1,0.0,198926.36,0,0,2,0,1,42,43,0
4157,1,0,605,8,0,125338.8,23970.13,1,0,2,1,0,42,43,0
3625,0,0,640,1,1,167298.42,145381.65,0,0,1,1,1,32,33,0
454,1,0,590,3,0,139432.37,62222.81,0,1,1,1,0,42,44,0
855,0,0,675,8,1,0.0,95463.29,0,0,2,0,1,52,57,0
3666,0,1,733,9,1,150507.21,169964.12,0,0,1,1,1,37,42,0
4297,1,1,775,9,1,126212.64,70196.57,0,0,1,1,0,37,40,0
2018,0,0,728,4,0,0.0,4539.38,0,1,1,0,0,32,37,0
5125,1,0,721,7,0,137933.39,67976.57,0,1,1,1,1,42,46,0
3934,0,1,698,5,1,98400.61,25017.28,0,0,2,1,0,32,37,0
4677,1,0,684,3,0,103210.27,31002.03,0,1,1,1,0,37,42,0
6097,1,1,642,4,0,157777.58,67484.6,1,0,1,1,0,37,41,0
2255,0,1,679,6,1,147733.64,172501.38,0,0,1,1,1,32,36,0
9682,1,0,651,8,0,129968.67,11830.53,0,1,1,1,1,62,63,0
2991,0,1,491,2,0,125860.2,129690.5,1,0,1,1,0,18,19,0
7926,1,0,586,7,0,0.0,168261.4,0,1,2,0,1,32,33,0
6719,1,1,444,2,1,144318.97,112668.06,0,0,1,1,0,32,34,0
6438,1,0,623,4,1,140211.88,93832.33,0,0,1,1,1,32,37,0
266,1,0,531,9,0,99240.51,123137.01,0,1,1,1,0,32,36,0
8544,0,1,680,4,0,108300.27,44384.57,1,0,2,1,1,27,30,1
1675,1,0,680,7,0,105722.69,90558.24,1,0,1,1,1,37,42,1
6205,1,1,498,1,1,198113.86,69664.35,0,0,1,1,0,32,33,0
1227,1,0,531,6,0,88324.31,75248.75,1,0,2,1,0,37,42,0
8522,1,1,545,3,1,91184.01,105476.65,0,0,1,1,0,32,37,0
9441,0,1,593,10,0,0.0,94620.0,0,1,3,0,0,22,27,1
2328,1,1,644,5,1,44928.88,10771.46,0,0,1,1,1,27,30,0
7816,1,1,583,8,1,0.0,47848.56,0,0,1,0,0,37,38,0
2590,1,1,778,8,1,123863.64,144494.94,0,0,1,1,0,42,44,0
7225,0,0,751,8,0,127095.14,479.54,0,1,2,1,0,32,34,0
8970,0,0,562,7,1,122822.0,32626.21,0,0,2,1,0,47,51,0
5595,1,1,688,6,1,0.0,47886.44,0,0,1,0,1,37,40,0
1822,0,1,630,1,0,0.0,186826.22,0,1,2,0,0,32,35,0
1454,1,0,672,7,1,0.0,136910.18,0,0,1,0,1,52,53,0
4052,1,0,793,9,1,116270.72,184243.25,0,0,1,1,1,62,63,0
4017,0,1,480,6,1,148790.61,79329.7,0,0,1,1,1,37,40,0
5720,0,1,692,1,1,125547.53,7900.46,0,0,1,1,0,22,27,0
2751,1,0,481,9,1,0.0,169719.35,0,0,3,0,1,52,57,1
5915,0,1,754,7,0,117578.35,87908.01,1,0,2,1,1,22,27,0
121,0,1,828,8,1,129433.34,38131.77,0,0,2,1,0,32,34,0
8712,1,0,516,9,0,102541.1,181490.42,0,1,1,1,0,62,65,0
4626,0,0,510,10,1,103821.47,77878.62,0,0,2,1,1,42,45,0
805,0,1,850,4,1,127771.35,151738.54,0,0,2,1,1,37,39,0
786,0,1,792,5,0,92140.15,67468.67,0,1,1,1,1,32,36,0
1439,0,1,504,9,0,104217.3,55857.48,1,0,1,1,0,52,56,1
7785,1,0,741,2,1,69311.16,59237.72,0,0,1,1,1,62,64,0
9011,0,0,645,8,0,121669.93,91.75,1,0,2,1,0,57,59,1
3280,1,1,652,7,0,0.0,68789.93,0,1,2,0,0,32,37,0
7334,1,1,699,2,0,136487.86,82815.93,0,1,2,1,0,42,43,0
5883,0,1,732,9,1,136576.02,3268.17,0,0,1,1,1,52,55,1
8480,0,1,632,2,1,0.0,57942.88,0,0,2,0,0,47,50,0
4607,1,0,797,10,1,0.0,49418.87,0,0,4,0,1,52,55,1
9798,1,1,627,10,0,0.0,194792.42,0,1,2,0,1,37,40,0
4314,1,1,646,10,0,115462.44,40421.87,0,1,1,1,0,67,69,0
8537,1,0,646,8,1,143061.88,61937.6,0,0,1,1,0,42,43,0
3957,0,0,597,0,0,78539.84,48502.88,1,0,1,1,1,57,60,0
548,1,0,479,7,0,143964.36,41879.99,1,0,2,1,0,27,30,0
4361,1,1,678,8,1,0.0,47117.03,0,0,2,0,1,62,66,0
6658,1,1,660,4,0,0.0,29664.45,0,1,1,0,0,32,33,0
538,1,1,686,9,0,0.0,127569.8,0,1,2,0,0,32,34,0
1090,1,0,628,3,1,123981.31,40546.15,0,0,2,1,1,47,51,0
9244,1,1,505,0,0,134006.39,93736.69,0,1,1,1,1,32,37,0
790,1,1,704,8,0,167997.6,173498.45,0,1,1,1,1,47,48,0
8528,1,1,694,3,0,0.0,95625.03,0,1,1,0,1,37,39,0
4629,1,1,650,1,0,132187.73,178331.36,0,1,2,1,1,27,32,0
9268,1,1,748,5,1,154737.88,172638.13,0,0,2,1,1,27,32,0
300,1,1,627,5,1,0.0,103737.82,0,0,2,0,1,32,33,0
3597,0,1,643,0,1,148159.71,55835.66,0,0,1,1,0,32,36,0
8688,0,0,667,10,0,64404.26,26022.37,1,0,2,1,0,37,42,0
7057,1,1,725,8,1,0.0,59650.42,0,0,2,0,1,27,31,0
3791,1,0,596,0,0,78126.28,153482.91,0,1,1,1,1,52,54,1
6708,1,0,607,8,0,105103.33,104721.5,1,0,1,1,0,37,39,1
6957,0,1,571,4,1,180614.04,523.0,0,0,1,1,0,47,49,0
7837,1,1,648,4,1,0.0,19283.14,0,0,2,0,0,37,42,0
7878,1,0,494,2,0,69974.66,188426.13,0,1,2,1,0,37,41,1
7489,1,0,538,4,0,80380.24,119216.46,1,0,1,1,0,37,42,0
5525,0,0,641,0,1,123835.52,160110.65,0,0,2,1,1,52,53,0
3729,1,1,675,5,0,115654.47,131970.86,0,1,2,1,1,62,66,0
7126,1,0,746,4,1,0.0,72909.75,0,0,2,0,1,27,32,0
614,1,1,667,1,0,87202.38,77866.91,0,1,1,1,1,37,38,0
3801,1,0,850,2,1,0.0,38773.74,0,0,2,0,1,27,28,0
5917,0,0,633,2,0,0.0,191207.03,0,1,2,0,0,37,39,0
1687,1,1,682,5,0,0.0,147758.51,0,1,2,0,1,32,36,0
1686,0,0,613,0,0,117356.19,113557.7,1,0,1,1,0,18,20,1
5554,1,1,666,3,0,123212.08,112157.31,1,0,2,1,1,27,31,0
9666,1,1,547,6,1,0.0,18471.86,0,0,2,0,1,27,30,0
5339,0,0,715,9,0,102277.52,177852.57,1,0,1,1,0,32,34,1
3681,1,1,850,3,0,0.0,144385.54,0,1,1,0,1,18,22,0
2412,1,0,549,9,0,135020.21,23343.18,1,0,2,1,1,27,31,0
1945,1,1,783,9,0,0.0,143752.77,0,1,2,0,0,37,39,0
6224,1,1,694,0,1,91956.49,59961.81,0,0,1,1,1,27,32,0
1092,1,1,732,7,1,126195.81,133172.48,0,0,1,1,1,32,36,0
7700,0,0,605,9,0,0.0,35521.63,0,1,2,0,1,32,36,0
4866,1,0,590,4,1,0.0,121846.81,0,0,2,0,0,27,29,0
9661,1,0,550,4,1,0.0,89216.29,0,0,2,0,0,27,30,0
934,0,1,512,1,0,0.0,135482.26,0,1,1,0,1,32,36,1
122,0,1,674,6,0,120193.42,100130.95,0,1,1,1,0,37,39,0
4215,1,1,686,7,1,0.0,1540.89,0,0,2,0,0,22,26,0
6032,1,0,740,2,0,122295.17,30812.84,1,0,2,1,1,37,40,0
6343,1,0,581,10,1,104255.03,86609.37,0,0,1,1,0,32,37,0
1324,0,1,635,7,0,159453.64,54560.79,0,1,2,1,0,47,50,1
8658,0,1,532,9,1,0.0,190573.91,0,0,2,0,0,42,43,1
7481,0,1,490,6,0,156111.08,190889.13,0,1,1,1,0,37,40,0
7168,0,1,676,7,1,131959.86,189268.81,0,0,1,1,0,27,29,0
910,1,1,806,7,0,0.0,18461.9,0,1,2,0,0,22,25,0
6602,1,0,591,8,0,132508.3,161304.68,1,0,1,1,1,47,51,1
6587,1,1,643,7,0,98630.31,40250.82,1,0,2,1,1,32,33,0
723,0,1,669,1,1,0.0,66088.83,0,0,2,0,0,22,23,0
9607,0,1,524,10,1,118569.03,82117.2,0,0,2,1,0,42,44,0
3005,1,1,596,5,0,140187.1,174311.3,1,0,2,1,1,42,47,0
130,1,1,770,9,1,101827.07,167256.35,0,0,1,1,0,22,24,0
4428,1,0,771,7,1,156123.73,72990.62,0,0,1,1,0,22,23,0
1014,1,1,635,4,0,0.0,70668.77,0,1,2,0,1,22,24,0
6749,0,1,756,10,1,122647.32,61666.87,0,0,1,1,0,27,31,0
3899,1,1,662,2,0,104568.41,8059.44,1,0,1,1,0,57,59,1
7160,1,0,525,6,1,55328.4,83342.73,0,0,1,1,0,57,59,1
4026,1,1,660,8,1,137841.53,42790.29,0,0,1,1,1,62,63,0
458,1,1,711,3,1,0.0,68487.51,0,0,2,0,0,37,38,0
3491,0,1,453,6,1,0.0,198376.02,0,0,1,0,0,27,29,1
1240,1,1,569,7,1,0.0,73977.23,0,0,2,0,0,27,28,0
9445,1,1,581,2,0,127913.71,44205.95,1,0,2,1,1,37,41,0
1126,1,0,612,1,0,149641.53,115161.28,1,0,1,1,1,57,58,0
5673,1,1,619,5,1,0.0,194310.1,0,0,2,0,0,27,29,0
892,1,1,435,2,0,57017.06,5907.11,1,0,2,1,1,27,32,0
654,1,1,459,4,0,133994.52,19287.06,1,0,1,1,1,47,48,1
735,0,0,545,7,0,128981.07,176924.21,1,0,1,1,1,57,60,1
362,0,0,643,2,0,150842.93,2319.96,1,0,1,1,1,42,45,1
9775,0,1,679,1,1,0.0,71823.15,0,0,2,0,0,37,42,0
6319,0,0,738,9,0,148384.64,155047.11,1,0,1,1,0,52,57,1
2568,0,1,553,1,1,0.0,23822.04,0,0,2,0,0,37,42,0
5022,1,0,638,9,1,103417.74,15336.4,0,0,1,1,1,27,29,0
3119,1,1,451,6,1,0.0,184954.11,0,0,2,0,0,32,33,0
512,1,0,632,6,0,86569.76,98090.91,1,0,2,1,0,37,38,0
4207,0,0,604,8,1,62094.71,9308.1,0,0,3,1,0,42,47,1
3041,1,1,716,4,1,0.0,189678.7,0,0,2,0,0,37,38,0
9647,1,1,850,10,0,69608.14,97893.4,0,1,1,1,0,67,71,1
1519,0,0,710,8,0,0.0,83206.19,0,1,2,0,0,32,36,0
584,1,0,547,9,0,72392.41,77077.14,1,0,1,1,0,27,30,0
5018,1,1,746,6,0,141806.0,183494.87,1,0,2,1,1,32,34,0
1691,0,1,675,3,0,54098.18,54478.52,0,1,2,1,1,32,36,0
531,1,0,519,2,0,119035.35,29871.79,0,1,2,1,1,52,57,0
8075,1,0,817,7,0,129810.6,59259.44,1,0,1,1,1,22,27,0
7638,1,1,766,6,1,185714.28,102502.5,0,0,1,1,1,27,32,0
1858,1,0,544,1,1,118560.55,164137.36,0,0,1,1,1,27,29,0
6863,1,1,586,9,1,0.0,6975.02,0,0,1,0,0,32,33,0
5424,1,1,794,6,1,0.0,68730.91,0,0,2,0,1,32,35,0
6659,0,0,628,5,1,0.0,147963.07,0,0,1,0,0,27,31,1
2632,1,1,629,1,1,172170.36,159777.37,0,0,1,1,1,32,35,0
1067,1,0,731,10,1,0.0,24998.75,0,0,1,0,1,47,52,1
770,0,0,531,1,1,114715.71,24506.95,0,0,1,1,1,62,63,1
2196,0,0,798,9,0,0.0,119071.56,0,1,2,0,0,57,58,1
3349,0,1,825,6,1,132308.22,117122.5,0,0,1,1,0,37,40,0
2243,1,0,621,2,0,101014.08,165257.31,1,0,2,1,1,27,30,0
636,1,0,696,5,0,0.0,55022.43,0,1,2,0,0,47,51,0
6970,1,0,619,6,0,0.0,117616.29,0,1,2,0,1,37,38,0
7948,1,0,639,5,0,136526.26,59653.03,0,1,2,1,0,32,35,0
6843,1,1,614,1,1,118311.76,146134.68,0,0,1,1,0,32,36,0
5563,1,1,620,9,0,121490.05,29296.74,0,1,1,1,1,37,42,0
6559,0,1,686,0,1,138131.34,115927.85,0,0,1,1,1,37,38,0
7151,1,0,699,4,1,110559.46,127429.56,0,0,1,1,1,27,32,0
2001,1,1,842,1,1,63492.94,83172.19,0,0,1,1,1,57,58,0
963,1,1,642,7,0,100433.8,39768.59,0,1,1,1,1,27,32,0
8909,1,1,593,10,0,158537.42,166850.57,0,1,1,1,0,27,32,0
8773,1,1,768,6,1,0.0,199454.37,0,0,2,0,1,27,30,0
2184,1,1,713,9,1,72286.84,26136.89,0,0,2,1,1,37,38,0
6150,1,1,643,6,0,0.0,116046.22,0,1,2,0,1,32,34,0
4714,1,1,837,0,0,144037.6,145325.32,1,0,1,1,0,32,35,0
3273,1,0,728,4,1,0.0,163365.85,0,0,1,0,1,57,59,1
1173,1,0,647,3,0,122717.53,87000.39,1,0,2,1,1,42,43,0
5733,1,1,538,8,0,0.0,25554.4,0,1,2,0,1,37,40,0
9425,1,0,689,1,1,0.0,119446.64,0,0,2,0,1,37,40,0
2895,1,1,531,3,1,0.0,42589.33,0,0,1,0,1,27,31,0
7268,1,1,507,9,0,111589.67,150037.19,1,0,1,1,0,27,31,0
9043,0,1,731,5,1,179539.2,112010.02,0,0,1,1,0,27,29,0
4269,1,1,753,8,1,0.0,90747.94,0,0,3,0,0,42,46,1
9136,1,0,727,7,0,96296.78,190457.87,0,1,1,1,0,47,49,1
4798,1,0,793,1,0,96408.98,138191.81,1,0,1,1,1,27,32,0
7541,1,1,553,1,1,0.0,30461.55,0,0,1,0,0,32,37,0
997,0,1,811,3,0,0.0,78439.73,0,1,2,0,1,42,44,0
2460,0,1,576,9,1,70655.48,78955.8,0,0,1,1,0,62,63,1
2794,1,1,627,5,0,184244.86,103099.22,1,0,1,1,0,22,23,0
6079,0,0,548,4,1,82596.8,55672.09,0,0,1,1,1,37,41,0
5142,1,1,774,9,0,0.0,10604.48,0,1,2,0,0,27,32,0
2736,1,0,551,2,0,143340.44,145796.49,1,0,1,1,0,27,30,0
484,1,1,486,9,0,115217.99,144995.33,1,0,2,1,0,32,37,0
2375,1,1,639,4,0,133434.57,97983.44,0,1,2,1,0,27,29,0
4775,1,0,811,7,1,0.0,178.19,0,0,1,0,1,32,35,0
5822,1,0,671,7,0,114603.76,153194.32,1,0,2,1,0,42,47,1
9050,1,0,629,6,1,0.0,59129.72,0,0,2,0,1,32,33,0
6074,1,0,471,5,0,90063.74,96366.7,1,0,2,1,1,32,36,0
4628,0,1,605,7,1,0.0,119348.28,0,0,1,0,1,37,39,0
8569,0,1,615,0,1,81564.1,35896.09,0,0,2,1,1,62,64,0
671,0,0,624,3,0,122388.38,30020.09,1,0,2,1,0,47,48,0
6151,1,1,632,8,0,127205.32,93874.87,1,0,4,1,0,37,41,1
7847,1,0,557,3,1,87739.08,123096.56,0,0,1,1,1,22,27,0
4020,1,1,620,2,0,166833.86,135171.6,0,1,2,1,1,27,31,0
3974,0,1,711,3,0,128718.78,114793.45,0,1,1,1,0,37,38,0
3515,0,0,643,2,0,0.0,131301.74,0,1,1,0,0,27,32,0
6502,1,1,679,9,1,0.0,157871.55,0,0,2,0,0,27,30,0
140,0,0,579,1,0,129490.36,8590.83,0,1,2,1,1,32,35,1
4885,1,1,678,2,0,116933.11,195053.58,1,0,1,1,0,47,49,1
9243,1,1,612,9,0,106520.73,177092.16,1,0,2,1,0,27,32,0
2245,1,0,515,6,1,0.0,160663.11,0,0,2,0,1,62,66,0
9183,1,0,597,0,1,142705.95,127233.39,0,0,1,1,0,27,28,0
5719,1,0,648,7,1,0.0,194238.92,0,0,2,0,0,32,37,0
8868,1,0,457,7,1,164496.99,163327.27,0,0,1,1,1,37,38,0
6620,1,1,647,5,1,97041.16,23132.73,0,0,1,1,1,27,32,0
3688,1,0,668,2,1,0.0,40652.33,0,0,2,0,1,27,32,0
9521,1,0,727,2,0,93816.7,126172.11,1,0,2,1,0,18,18,0
5968,1,1,773,2,0,103195.2,178268.36,0,1,2,1,0,32,37,0
5567,0,1,633,3,0,126041.02,11796.89,1,0,1,1,1,37,42,0
9046,1,1,766,5,0,126285.73,177614.17,1,0,1,1,0,22,27,1
8870,0,0,669,0,1,150219.41,107839.03,0,0,2,1,0,37,41,0
8941,1,1,657,7,1,0.0,185827.74,0,0,2,0,0,37,38,0
26,0,1,577,3,1,0.0,124508.29,0,0,2,0,1,22,25,0
420,0,0,605,6,1,0.0,159508.52,0,0,2,0,0,27,28,0
5386,0,0,813,6,0,98088.09,26687.22,1,0,1,1,1,32,36,1
6729,1,0,804,10,0,138335.96,80483.76,1,0,1,1,1,32,33,0
9430,1,0,651,8,1,144581.96,87609.5,0,0,1,1,1,27,32,0
5618,1,1,626,4,1,137638.69,130442.08,0,0,1,1,0,42,43,1
8702,1,1,673,2,1,0.0,13624.02,0,0,1,0,1,32,37,0
8193,1,1,589,8,1,114435.47,26955.72,0,0,1,1,0,32,36,0
5693,1,0,573,6,1,0.0,66190.21,0,0,2,0,0,27,30,0
5942,1,0,612,0,1,64900.32,102426.12,0,0,2,1,0,32,33,0
4595,0,0,650,1,1,160566.11,27073.81,0,0,2,1,0,27,31,0
8162,0,1,588,4,1,99607.37,35877.03,0,0,2,1,1,27,31,0
5625,1,0,617,1,0,0.0,143298.06,0,1,1,0,0,42,45,0
2786,0,1,640,7,1,132412.38,69584.3,0,0,1,1,0,42,43,1
6536,0,0,652,6,1,112518.71,110421.31,0,0,2,1,1,32,36,0
9452,1,1,524,3,0,159035.45,2705.31,0,1,1,1,0,27,29,1
6000,0,0,753,6,1,106596.29,91305.77,0,0,1,1,0,27,31,0
4371,1,1,725,4,1,160652.45,57643.55,0,0,2,1,0,37,39,0
1567,1,0,524,9,0,127480.58,179634.69,1,0,2,1,0,32,37,0
5850,0,1,665,2,1,0.0,53353.36,0,0,1,0,0,47,51,0
8313,1,1,587,6,1,71026.77,57962.41,0,0,1,1,0,42,47,0
3498,0,0,456,1,1,165350.61,140758.07,0,0,2,1,0,62,63,1
8780,0,0,701,3,1,105588.66,74694.41,0,0,1,1,1,32,34,0
376,0,0,769,8,1,0.0,21016.0,0,0,1,0,1,37,39,0
3282,1,0,775,2,1,108698.96,161069.73,0,0,2,1,1,27,32,0
6774,1,1,625,4,1,122351.29,71216.6,0,0,1,1,0,42,43,0
9277,1,1,435,3,1,0.0,156910.46,0,0,1,0,0,52,54,1
9955,0,1,645,6,1,155417.61,3449.22,0,0,1,1,1,42,45,0
5110,1,0,710,6,0,0.0,48426.98,0,1,1,0,0,27,28,0
6139,1,1,477,9,1,144900.58,61315.37,0,0,1,1,0,42,47,1
3630,0,0,671,8,1,115713.84,83210.84,0,0,2,1,0,47,48,0
3700,1,1,749,10,1,185063.7,134526.87,0,0,2,1,1,32,37,0
7485,0,0,772,9,1,0.0,25448.31,0,0,1,0,1,32,35,0
8133,0,0,692,4,0,0.0,138880.24,0,1,2,0,0,27,29,0
7945,0,0,520,1,1,73493.17,109626.13,0,0,1,1,1,37,39,1
7090,1,0,635,2,0,0.0,136551.25,0,1,2,0,1,47,48,0
4016,1,1,813,1,1,122889.88,26476.18,0,0,1,1,1,27,32,0
2364,0,0,571,9,1,0.0,77519.62,0,0,2,0,1,32,33,0
6337,0,0,536,4,0,121520.36,77178.42,1,0,1,1,0,32,35,0
8589,1,0,712,7,0,77919.78,122547.58,0,1,1,1,0,27,29,0
2090,0,0,679,1,1,0.0,69608.48,0,0,2,0,0,32,33,0
3652,1,1,732,10,1,61811.23,104222.8,0,0,1,1,1,77,79,0
4577,0,0,697,7,0,130334.35,116951.1,0,1,2,1,1,37,40,0
5811,0,0,495,7,0,0.0,130404.53,0,1,2,0,0,37,42,0
2170,1,1,773,8,0,81844.91,35908.46,1,0,2,1,1,42,43,0
4922,1,0,526,8,0,114634.63,110114.38,0,1,2,1,0,32,33,1
6881,0,1,570,2,1,0.0,198830.98,0,0,1,0,0,22,23,0
1875,1,1,529,5,0,95772.97,112781.5,0,1,1,1,1,32,35,0
5612,1,1,625,6,0,100047.33,93429.95,1,0,1,1,0,37,42,0
4191,1,0,850,3,0,121237.65,31022.56,0,1,1,1,1,27,31,0
3781,1,1,595,5,0,142360.62,48421.4,1,0,2,1,0,42,46,1
2636,1,0,592,4,1,0.0,183569.25,0,0,2,0,1,22,27,0
1376,1,0,429,6,1,117307.44,24020.49,0,0,2,1,1,22,27,0
9551,1,0,769,9,1,133871.05,50568.02,0,0,1,1,1,37,40,0
9889,0,0,637,10,1,125712.2,175072.47,0,0,1,1,0,18,21,0
767,0,0,700,2,1,0.0,182055.36,0,0,2,0,1,77,82,0
3702,1,1,603,2,1,0.0,59563.49,0,0,2,0,1,42,46,0
7598,0,1,736,4,1,0.0,51705.01,0,0,2,0,0,27,29,0
3718,1,1,646,0,0,154439.86,171519.06,1,0,1,1,0,37,39,0
129,1,0,828,7,1,0.0,171378.77,0,0,2,0,0,37,41,0
9544,0,0,647,6,1,112668.7,122584.29,0,0,1,1,1,32,35,0
2007,1,1,687,7,1,0.0,26848.25,0,0,2,0,0,37,39,0
3670,1,1,653,2,1,0.0,41671.81,0,0,2,0,1,27,29,0
9703,1,0,644,5,0,86006.3,73922.95,0,1,1,1,1,27,31,0
9566,1,0,582,9,1,135979.01,76582.95,0,0,4,1,1,37,38,1
3343,1,1,712,6,0,134729.99,132702.64,1,0,2,1,1,52,53,0
3239,1,1,675,6,1,0.0,110273.84,0,0,1,0,0,52,54,1
6093,1,1,601,3,0,141859.12,111249.62,1,0,2,1,1,42,43,0
6994,1,0,639,1,1,103015.12,139094.12,0,0,2,1,1,32,35,0
7478,0,0,677,0,1,119963.45,158325.87,0,0,1,1,0,52,56,1
921,0,1,729,5,1,0.0,9200.54,0,0,2,0,1,42,44,0
2272,1,1,665,5,0,153611.83,35321.65,1,0,2,1,0,22,25,0
421,1,0,756,3,0,115924.89,93524.19,1,0,1,1,0,57,60,1
7396,0,0,721,7,0,138523.2,59604.45,1,0,1,1,0,42,45,1
5724,1,0,687,6,1,0.0,32909.13,0,0,2,0,1,22,26,0
3013,1,0,849,9,1,115465.28,103174.5,0,0,1,1,0,37,41,0
3554,1,1,741,4,0,104784.23,135163.76,0,1,1,1,0,37,40,1
116,1,0,628,9,0,132351.29,74169.13,1,0,2,1,1,27,30,0
625,0,0,477,2,0,129120.64,26475.79,0,1,1,1,1,47,48,0
352,1,1,762,2,0,81273.13,18719.67,0,1,1,1,1,37,39,0
9639,0,0,744,1,0,121498.11,106061.47,1,0,2,1,1,47,50,1
8151,0,1,760,5,0,103607.24,86334.64,1,0,2,1,1,27,29,0
9644,1,0,521,2,1,0.0,113089.43,0,0,2,0,1,37,41,0
954,1,1,694,0,0,107042.74,102284.2,0,1,1,1,1,37,39,0
1395,1,1,561,9,1,120268.13,173870.39,0,0,1,1,1,27,29,0
8202,0,0,718,10,0,82321.88,11144.4,0,1,1,1,1,47,49,0
4850,1,1,491,6,0,148745.92,17818.33,1,0,2,1,1,67,70,0
8974,1,1,582,2,0,122394.0,22113.93,1,0,1,1,1,32,33,0
824,0,0,732,9,0,137453.43,110932.24,0,1,1,1,1,67,69,1
7343,1,1,502,4,1,0.0,66263.87,0,0,2,0,1,27,30,0
3237,1,0,673,0,0,0.0,72873.33,0,1,1,0,1,27,32,0
2516,1,1,564,4,1,0.0,85455.62,0,0,1,0,0,37,40,1
7916,1,1,695,1,0,0.0,187734.49,0,1,3,0,0,52,56,1
9062,1,0,567,1,1,125877.65,107841.77,0,0,2,1,1,37,38,0
6682,1,1,602,7,1,155271.83,179446.31,0,0,1,1,1,27,31,0
9954,1,1,550,2,1,0.0,97057.28,0,0,2,0,1,42,47,0
8614,0,0,684,2,0,114035.39,96885.19,1,0,1,1,0,22,26,0
8736,0,1,728,10,1,114835.43,37662.49,0,0,1,1,1,27,30,0
1902,0,1,796,5,0,0.0,54871.02,0,1,2,0,1,62,67,0
302,0,0,616,6,0,132311.71,15462.84,0,1,1,1,0,32,36,0
1379,1,0,715,4,0,40169.88,199857.47,0,1,2,1,1,32,35,0
3790,1,0,609,4,0,89122.3,199256.98,0,1,1,1,1,42,45,0
4966,1,1,782,1,1,148795.17,195681.43,0,0,2,1,1,32,36,0
8450,0,0,637,9,1,113913.53,65316.5,0,0,1,1,1,32,33,0
9237,1,1,640,6,0,89047.14,116286.25,0,1,1,1,0,42,47,0
643,1,0,583,1,1,125406.58,110784.42,0,0,1,1,1,22,27,0
2798,0,1,652,2,0,166527.88,146007.7,1,0,2,1,1,22,27,0
2281,1,1,732,7,1,0.0,60830.24,0,0,2,0,1,32,36,0
2919,1,0,578,4,0,113150.44,176712.59,1,0,2,1,0,37,38,1
7500,1,0,609,6,0,113317.1,108258.22,1,0,1,1,0,67,71,1
